"Name","Full Ticker","Ticker","P/E Ratio"
"China Shanshui Cement Group Limited","SEHK:691",691,2.6063
"Kidztech Holdings Limited","SEHK:6918",6918,31.3995
"Renrui Human Resources Technology Holdings Limited","SEHK:6919",6919,-8.2058
"TOMO Holdings Limited","SEHK:6928",6928,73.8921
"Sino-Entertainment Technology Holdings Limited","SEHK:6933",6933,11.8352
"Zhenro Services Group Limited","SEHK:6958",6958,26.455
"China Wan Tong Yuan (Holdings) Limited","SEHK:6966",6966,15.6503
"Ganglong China Property Group Limited","SEHK:6968",6968,6.9278
"Smoore International Holdings Limited","SEHK:6969",6969,260.8716
"Immunotech Biopharm Ltd","SEHK:6978",6978,-29.1257
"Joy Spreader Interactive Technology Co.,Ltd","SEHK:6988",6988,60.8907
"Excellence Commercial Property & Facilities Management Group Limited","SEHK:6989",6989,
"CAR Inc.","SEHK:699",699,-1.5476
"Blue Moon Group Holdings Limited","SEHK:6993",6993,81.6564
"Antengene Corporation Limited","SEHK:6996",6996,-12.5411
"JHBP (CY) Holdings Limited","SEHK:6998",6998,-13.8347
"Leading Holdings Group Limited","SEHK:6999",6999,
"Hong Kong Finance Investment Holding Group Limited","SEHK:7",7,1.1204
"Rich Goldman Holdings Limited","SEHK:70",70,-2.1491
"Sino Oil and Gas Holdings Limited","SEHK:702",702,-4.0163
"Future Bright Holdings Limited","SEHK:703",703,-0.3176
"Huscoke Holdings Limited","SEHK:704",704,-5.5021
"Beautiful China Holdings Company Limited","SEHK:706",706,
"Asia Television Holdings Limited","SEHK:707",707,-0.6931
"China Evergrande New Energy Vehicle Group Limited","SEHK:708",708,-79.9409
"Comtec Solar Systems Group Limited","SEHK:712",712,-2.8329
"World Houseware (Holdings) Limited","SEHK:713",713,-3.7611
"China Oceanwide Holdings Limited","SEHK:715",715,-43.6831
"Singamas Container Holdings Limited","SEHK:716",716,-3.2014
"Emperor Capital Group Limited","SEHK:717",717,-1.7591
"Tai United Holdings Limited","SEHK:718",718,-1.5748
"Modern Media Holdings Limited","SEHK:72",72,-2.0527
"Auto Italia Holdings Limited","SEHK:720",720,-20.7301
"Samsung Leveraged and Inverse Investment Product Series - Samsung HSI Daily (2X) Leveraged Product","SEHK:7205",7205,
"China Financial International Investments Limited","SEHK:721",721,-8.4359
"ChinaAMC Leveraged/Inverse Series - ChinaAMC Hang Seng Index Daily (2x) Leveraged Product","SEHK:7221",7221,
"Samsung Leveraged and Inverse Investment Product Series - Samsung HSCEI Daily (2X) Leveraged Product","SEHK:7228",7228,
"Reliance Global Holdings Limited","SEHK:723",723,5.3106
"Global X Hang Seng China Enterprises Index Daily (2x) Leveraged Product","SEHK:7230",7230,
"Global X Leveraged and Inverse Series - Global X Hang Seng Index Daily (2x) Leveraged Product","SEHK:7231",7231,
"Ruixin International Holdings Limited","SEHK:724",724,-0.9444
"CSOP Leveraged and Inverse Series II - CSOP FTSE China A50 Index Daily (2x) Leveraged Product","SEHK:7248",7248,
"Perennial International Limited","SEHK:725",725,-5.8466
"DIT Group Limited","SEHK:726",726,21.6768
"Crown International Corporation Limited","SEHK:727",727,196.9685
"China Asset Management Company - Direxion CSI 300 IDC Daily Fund","SEHK:7272",7272,
"FDG Electric Vehicles Limited","SEHK:729",729,
"Asian Citrus Holdings Limited","SEHK:73",73,10.2463
"Shougang Concord Grand (Group) Limited","SEHK:730",730,-105.4892
"Samson Paper Holdings Limited","SEHK:731",731,8.3717
"Samsung Leveraged and Inverse Investment Product Series - Samsung HSI Daily (-1X) Inverse Product","SEHK:7312",7312,
"Truly International Holdings Limited","SEHK:732",732,6.5223
"ChinaAMC Leveraged/Inverse Series - ChinaAMC Hang Seng Index Daily (-1x) Inverse Product","SEHK:7321",7321,
"Global X Leveraged and Inverse Series - Global X S&P 500 Daily (-1x) Inverse Product","SEHK:7322",7322,
"Samsung Leveraged and Inverse Investment Product Series - Samsung HSCEI Daily (-1X) Inverse Product","SEHK:7328",7328,
"ChinaAMC Leveraged/Inverse Series - ChinaAMC Direxion NASDAQ-100 Daily (-1x) Inverse Product","SEHK:7331",7331,
"Global X Leveraged and Inverse Series - Global X Hang Seng Index Daily (-1x) Inverse Product","SEHK:7336",7336,
"CSOP Leveraged and Inverse Series II - CSOP FTSE China A50 Index Daily (-1x) Inverse Product","SEHK:7348",7348,
"China Properties Investment Holdings Limited","SEHK:736",736,-2.5947
"Global X Hang Seng China Enterprises Index Daily (-1x) Inverse Product","SEHK:7362",7362,
"China National Culture Group Limited","SEHK:745",745,-1.3614
"Shenyang Public Utility Holdings Company Limited","SEHK:747",747,-2.6974
"China Shuifa Singyes Energy Holdings Limited","SEHK:750",750,-9.0826
"CSOP Leveraged and Inverse Series - CSOP Hang Seng Index Daily (-2x) Inverse Product","SEHK:7500",7500,
"Skyworth Group Limited","SEHK:751",751,7.0316
"Shanghai Zendai Property Limited","SEHK:755",755,-1.2546
"Summi (Group) Holdings Limited","SEHK:756",756,-6.3102
"Solargiga Energy Holdings Limited","SEHK:757",757,-6.495
"Macrolink Capital Holdings Limited","SEHK:758",758,-2.6157
"Elate Holdings Limited","SEHK:76",76,-2.0487
"Talent Property Group Limited","SEHK:760",760,-1.334
"Eternity Investment Limited","SEHK:764",764,-2.4154
"Perfectech International Holdings Limited","SEHK:765",765,-3.9373
"Sino Prosper (Group) Holdings Limited","SEHK:766",766,-2.4817
"Asia Pacific Silk Road Investment Company Limited","SEHK:767",767,-3.7436
"UBA Investments Limited","SEHK:768",768,-1.8339
"China Rare Earth Holdings Limited","SEHK:769",769,55.9758
"Shanghai International Shanghai Growth Investment Limited","SEHK:770",770,-18.0792
"China Literature Limited","SEHK:772",772,-25.1784
"Imperium Group Global Holdings Limited","SEHK:776",776,-19.3891
"Tongcheng-Elong Holdings Limited","SEHK:780",780,98.8987
"Ling Yui Holdings Limited","SEHK:784",784,150400
"Global Brands Group Holding Limited","SEHK:787",787,-0.0516
"Artini Holdings Limited","SEHK:789",789,-9.7852
"Century Legend (Holdings) Limited","SEHK:79",79,-0.9526
"Come Sure Group (Holdings) Limited","SEHK:794",794,11.1909
"7Road Holdings Limited","SEHK:797",797,86.6619
"China New Economy Fund Limited","SEHK:80",80,-2.8908
"A8 New Media Group Limited","SEHK:800",800,111.8825
"Orient Securities International Holdings Limited","SEHK:8001",8001,3.1602
"Great World Company Holdings Ltd","SEHK:8003",8003,-7.6844
"Yuxing InfoTech Investment Holdings Limited","SEHK:8005",8005,-49.9688
"Sino Splendid Holdings Limited","SEHK:8006",8006,-5.1095
"Global Strategic Group Limited","SEHK:8007",8007,-0.2461
"Chinese Energy Holdings Limited","SEHK:8009",8009,32.4001
"Polyard Petroleum International Group Limited","SEHK:8011",8011,-6.2678
"ECI Technology Holdings Limited","SEHK:8013",8013,9.8876
"TradeGo FinTech Limited","SEHK:8017",8017,12.521
"Finsoft Financial Investment Holdings Limited","SEHK:8018",8018,-1.8607
"Hao Wen Holdings Limited","SEHK:8019",8019,-1.6479
"China e-Wallet Payment Group Limited","SEHK:802",802,-4.5974
"Unitas Holdings Limited","SEHK:8020",8020,-2.874
"WLS Holdings Limited","SEHK:8021",8021,-3.039
"Evershine Group Holdings Limited","SEHK:8022",8022,-0.3617
"Kwong Man Kee Group Limited","SEHK:8023",8023,10.7156
"Asian Capital Resources (Holdings) Limited","SEHK:8025",8025,-1.9355
"China Brilliant Global Limited","SEHK:8026",8026,-26.1287
"KPM Holding Limited","SEHK:8027",8027,-1.0321
"Timeless Software Limited","SEHK:8028",8028,-2.6797
"Sun International Group Limited","SEHK:8029",8029,-38.9446
"Prosperity International Holdings (H.K.) Limited","SEHK:803",803,-0.2084
"Flying Financial Service Holdings Limited","SEHK:8030",8030,-0.0428
"ETS Group Limited","SEHK:8031",8031,37.961
"Viva China Holdings Limited","SEHK:8032",8032,4.4302
"Janco Holdings Limited","SEHK:8035",8035,178.6942
"eBroker Group Limited","SEHK:8036",8036,82.0608
"China Biotech Services Holdings Limited","SEHK:8037",8037,-71.1594
"KNK Holdings Limited","SEHK:8039",8039,-6.0964
"Pinestone Capital Limited","SEHK:804",804,22.5713
"Luxey International (Holdings) Limited","SEHK:8041",8041,-11.6443
"KOS International Holdings Limited","SEHK:8042",8042,-29.7952
"Atlinks Group Limited","SEHK:8043",8043,17.2039
"Jiangsu NandaSoft Technology Company Limited","SEHK:8045",8045,-2.3478
"China Ocean Group Development Limited","SEHK:8047",8047,185.7386
"Yu Tak International Holdings Limited","SEHK:8048",8048,-10.1515
"Quantum Thinking Limited","SEHK:8050",8050,64.6962
"CircuTech International Holdings Limited","SEHK:8051",8051,15.1519
"Luk Hing Entertainment Group Holdings Limited","SEHK:8052",8052,-1.1955
"China E-Information Technology Group Limited","SEHK:8055",8055,-1.6521
"Life Concepts Holdings Limited","SEHK:8056",8056,-0.5017
"Madison Holdings Group Limited","SEHK:8057",8057,18.4277
"Glory Flame Holdings Limited","SEHK:8059",8059,-1.8275
"Global Link Communications Holdings Limited","SEHK:8060",8060,-2.4745
"Global Mastermind Holdings Limited","SEHK:8063",8063,-1.1642
"Phoenitron Holdings Limited","SEHK:8066",8066,-1.1848
"Oriental University City Holdings (H.K.) Limited","SEHK:8067",8067,2.4556
"WWPKG Holdings Company Limited","SEHK:8069",8069,-8.9792
"Keen Ocean International Holding Limited","SEHK:8070",8070,81.6327
"China Netcom Technology Holdings Limited","SEHK:8071",8071,-5.3091
"Roma Group Limited","SEHK:8072",8072,-0.1529
"Media Asia Group Holdings Limited","SEHK:8075",8075,-23.4172
"Sing Lee Software (Group) Limited","SEHK:8076",8076,12.8238
"China Creative Digital Entertainment Limited","SEHK:8078",8078,-0.0358
"Easy Repay Finance & Investment Limited","SEHK:8079",8079,-0.8876
"North Asia Strategic Holdings Limited","SEHK:8080",8080,1.9117
"Hang Tai Yue Group Holdings Limited","SEHK:8081",8081,-2.8941
"Sun Entertainment Group Limited","SEHK:8082",8082,-13.4804
"China Youzan Limited","SEHK:8083",8083,-90.1365
"Sino Vision Worldwide Holdings Limited","SEHK:8086",8086,-0.5902
"China 33 Media Group Limited","SEHK:8087",8087,-0.6531
"AID Life Science Holdings Limited","SEHK:8088",8088,-0.2144
"Chinese Strategic Holdings Limited","SEHK:8089",8089,-0.2073
"Global Bio-chem Technology Group Company Limited","SEHK:809",809,-2.2755
"China Assurance Finance Group Limited","SEHK:8090",8090,
"OOH Holdings Limited","SEHK:8091",8091,-16.6408
"ITE (Holdings) Limited","SEHK:8092",8092,7.3403
"Million Stars Holdings Limited","SEHK:8093",8093,-2.1069
"Beijing Beida Jade Bird Universal Sci-Tech Company Limited","SEHK:8095",8095,6.6577
"Tasty Concepts Holding Limited","SEHK:8096",8096,-1.2382
"China Internet Investment Finance Holdings Limited","SEHK:810",810,-0.6794
"GET Holdings Limited","SEHK:8100",8100,-1.9887
"EJE (Hong Kong) Holdings Limited","SEHK:8101",8101,2.7144
"hmvod Limited","SEHK:8103",8103,-8.0463
"Shenghua Lande Scitech Limited","SEHK:8106",8106,19.7224
"Grand Peace Group Holdings Limited","SEHK:8108",8108,
"Kirin Group Holdings Limited","SEHK:8109",8109,-1.2452
"China Technology Industry Group Limited","SEHK:8111",8111,3.5059
"Cornerstone Financial Holdings Limited","SEHK:8112",8112,-0.4291
"Shanghai Qingpu Fire-Fighting Equipment Co., Ltd.","SEHK:8115",8115,-21.5125
"China Fortune Investments (Holding) Limited","SEHK:8116",8116,-0.6837
"China Primary Energy Holdings Limited","SEHK:8117",8117,12.8369
"Bortex Global Limited","SEHK:8118",8118,10.2921
"Thiz Technology Group Limited","SEHK:8119",8119,6.5608
"Southwest Securities International Securities Limited","SEHK:812",812,-0.7739
"China Demeter Financial Investments Limited","SEHK:8120",8120,-0.2627
"Guru Online (Holdings) Limited","SEHK:8121",8121,-3.6024
"Sinofortune Financial Holdings Limited","SEHK:8123",8123,-2.4183
"Royal Century Resources Holdings Limited","SEHK:8125",8125,-8.0337
"G.A. Holdings Limited","SEHK:8126",8126,3.6369
"China Geothermal Industry Development Group Limited","SEHK:8128",8128,-0.9016
"Dadi International Group Limited","SEHK:8130",8130,28.013
"abc Multiactive Limited","SEHK:8131",8131,-7.0564
"China Oil Gangran Energy Group Holdings Limited","SEHK:8132",8132,-3.1606
"Jete Power Holdings Limited","SEHK:8133",8133,-5.7698
"ZMFY Automobile Glass Services Limited","SEHK:8135",8135,-6.1284
"IMS Group Holdings Limited","SEHK:8136",8136,185.567
"Honbridge Holdings Limited","SEHK:8137",8137,19.37
"Zhejiang Chang'an Renheng Technology Co., Ltd.","SEHK:8139",8139,23.5086
"BOSA Technology Holdings Limited","SEHK:8140",8140,9.9254
"Good Fellow Healthcare Holdings Limited","SEHK:8143",8143,-2.1816
"Grace Wine Holdings Limited","SEHK:8146",8146,62.6838
"Millennium Pacific Group Holdings Limited","SEHK:8147",8147,-2.4037
"Aurum Pacific (China) Group Limited","SEHK:8148",8148,-0.2812
"China Silver Group Limited","SEHK:815",815,-20.8242
"Seamless Green China (Holdings) Limited","SEHK:8150",8150,-14.4599
"Bao Shen Holdings Limited","SEHK:8151",8151,-8.2277
"M&L Holdings Group Limited","SEHK:8152",8152,-6.8517
"Farnova Group Holdings Limited","SEHK:8153",8153,-29.6285
"South China Assets Holdings Limited","SEHK:8155",8155,2.8642
"Sinopharm Tech Holdings Limited","SEHK:8156",8156,-7.3315
"China Regenerative Medicine International Limited","SEHK:8158",8158,-2.9424
"Glory Mark Hi-Tech (Holdings) Limited","SEHK:8159",8159,10.826
"Goldway Education Group Limited","SEHK:8160",8160,-33.0195
"MediNet Group Limited","SEHK:8161",8161,-13.852
"Loco Hong Kong Holdings Limited","SEHK:8162",8162,-7.5843
"Merdeka Financial Group Limited","SEHK:8163",8163,-0.2338
"China Eco-Farming Limited","SEHK:8166",8166,-0.5612
"Neo Telemedia Limited","SEHK:8167",8167,-13.8241
"Amasse Capital Holdings Limited","SEHK:8168",8168,48.7805
"Eco-Tek Holdings Limited","SEHK:8169",8169,-8.259
"China All Nation International Holdings Group Limited","SEHK:8170",8170,65.9379
"China Trends Holdings Limited","SEHK:8171",8171,1649.271
"Lajin Entertainment Network Group Limited","SEHK:8172",8172,-6.0397
"Union Asia Enterprise Holdings Limited","SEHK:8173",8173,3.1317
"China Digital Culture (Group) Limited","SEHK:8175",8175,-0.3423
"SuperRobotics Limited","SEHK:8176",8176,-2.3428
"China Information Technology Development Limited","SEHK:8178",8178,-2.4707
"Palinda Group Holdings Limited","SEHK:8179",8179,-2.7417
"Hi Sun Technology (China) Limited","SEHK:818",818,13.1164
"Shi Shi Services Limited","SEHK:8181",8181,5.7788
"IR Resources Limited","SEHK:8186",8186,-0.7011
"Jimu Group Limited","SEHK:8187",8187,-2.6054
"GME Group Holdings Limited","SEHK:8188",8188,-9.1887
"Tianjin TEDA Biomedical Engineering Company Limited","SEHK:8189",8189,-1.8258
"Hong Wei (Asia) Holdings Company Limited","SEHK:8191",8191,4.7597
"Global Token Limited","SEHK:8192",8192,-0.9492
"Asia-Pac Financial Investment Company Limited","SEHK:8193",8193,-1.5365
"L & A International Holdings Limited","SEHK:8195",8195,112.3393
"Great Water Holdings Limited","SEHK:8196",8196,-2.4407
"Loto Interactive Limited","SEHK:8198",8198,-8.1307
"V1 Group Limited","SEHK:82",82,-16.6169
"Sau San Tong Holdings Limited","SEHK:8200",8200,-2.388
"PPS International (Holdings) Limited","SEHK:8201",8201,-3.5973
"Inno-Tech Holdings Limited","SEHK:8202",8202,-3.6039
"Kaisun Holdings Limited","SEHK:8203",8203,-0.2932
"Shanghai Jiaoda Withub Information Industrial Company Limited","SEHK:8205",8205,21.0539
"Shentong Robot Education Group Company Limited","SEHK:8206",8206,-0.4554
"WMCH Global Investment Limited","SEHK:8208",8208,-3.7444
"Value Convergence Holdings Limited","SEHK:821",821,-8.2251
"DLC Asia Limited","SEHK:8210",8210,3076.9231
"Zhejiang Yongan Rongtong Holdings Co., Ltd.","SEHK:8211",8211,-1.6271
"StarGlory Holdings Company Limited","SEHK:8213",8213,-32.1142
"Maxicity Holdings Limited","SEHK:8216",8216,19.1663
"Luen Wong Group Holdings Limited","SEHK:8217",8217,-1.8049
"Echo International Holdings Group Limited","SEHK:8218",8218,-1.3025
"Hanvey Group Holdings Limited","SEHK:8219",8219,-3.3293
"Bingo Group Holdings Limited","SEHK:8220",8220,-2.4463
"E Lighting Group Holdings Limited","SEHK:8222",8222,12.4159
"China Health Group Inc.","SEHK:8225",8225,8.6345
"KOALA Financial Group Limited","SEHK:8226",8226,6.6794
"Xi'an Haitian Antenna Technologies Co., Ltd.","SEHK:8227",8227,-77.9146
"National Arts Entertainment and Culture Group Limited","SEHK:8228",8228,1.7497
"Future Data Group Limited","SEHK:8229",8229,2.8568
"Link Real Estate Investment Trust","SEHK:823",823,-5.5291
"PFC Device Inc.","SEHK:8231",8231,18.1451
"Classified Group (Holdings) Limited","SEHK:8232",8232,-2.9799
"Link Holdings Limited","SEHK:8237",8237,-0.8204
"Winto Group (Holdings) Limited","SEHK:8238",8238,-3.3247
"Capital Finance Holdings Limited","SEHK:8239",8239,-1.1583
"Ying Kee Tea House Group Limited","SEHK:8241",8241,-5.7725
"New Western Group Limited","SEHK:8242",8242,-0.342
"On Real International Holdings Limited","SEHK:8245",8245,-1.4752
"Zhonghua Gas Holdings Limited","SEHK:8246",8246,-28.7689
"Biosino Bio-Technology and Science Incorporation","SEHK:8247",8247,
"Zhejiang RuiYuan Intelligent Control Technology Company Limited","SEHK:8249",8249,-1.1329
"New World Department Store China Limited","SEHK:825",825,-4.3228
"Silk Road Energy Services Group Limited","SEHK:8250",8250,-2.0303
"China Binary New Fintech Group","SEHK:8255",8255,-1.5517
"Genes Tech Group Holdings Company Limited","SEHK:8257",8257,7.5298
"Shaanxi Northwest New Technology Industry Company Limited","SEHK:8258",8258,10.4441
"Hon Corporation Limited","SEHK:8259",8259,-1.6181
"Yin He Holdings Limited","SEHK:8260",8260,-0.1846
"Super Strong Holdings Limited","SEHK:8262",8262,-9.6708
"China Trustful Group Limited","SEHK:8265",8265,
"Zhuoxin International Holdings Limited","SEHK:8266",8266,-1.8867
"Linekong Interactive Group Co., Ltd.","SEHK:8267",8267,-2.4273
"Smart City Development Holdings Limited","SEHK:8268",8268,-11.6746
"Wealth Glory Holdings Limited","SEHK:8269",8269,-3.7006
"Ko Yo Chemical (Group) Limited","SEHK:827",827,-0.7665
"China CBM Group Company Limited","SEHK:8270",8270,-0.4227
"Global Digital Creations Holdings Limited","SEHK:8271",8271,9.4586
"Chinese Food and Beverage Group Limited","SEHK:8272",8272,3.3071
"Beaver Group (Holding) Company Limited","SEHK:8275",8275,-2.6601
"Steed Oriental (Holdings) Company Limited","SEHK:8277",8277,-1.2887
"AGTech Holdings Limited","SEHK:8279",8279,-12.6337
"Dynasty Fine Wines Group Limited","SEHK:828",828,6.7352
"China Digital Video Holdings Limited","SEHK:8280",8280,-0.3517
"China Golden Classic Group Limited","SEHK:8281",8281,16.3722
"Gameone Holdings Limited","SEHK:8282",8282,-9.1809
"Zheng Li Holdings Limited","SEHK:8283",8283,-58.2413
"Bosera ETFs - Bosera FTSE China A50 Index ETF","SEHK:82832",82832,
"iShares Asia Trust - iShares NASDAQ 100 Index ETF","SEHK:82834",82834,
"iShares Asia Trust - iShares Core S&P BSE SENSEX India Index ETF","SEHK:82836",82836,
"Sling Group Holdings Limited","SEHK:8285",8285,-1.4822
"Shanxi Changcheng Microlight Equipment Co. Ltd.","SEHK:8286",8286,-1.2036
"Zioncom Holdings Limited","SEHK:8287",8287,-3.6107
"Ahsay Backup Software Development Company Limited","SEHK:8290",8290,-18.5989
"Wan Cheng Metal Packaging Company Limited","SEHK:8291",8291,-2.7525
"Worldgate Global Logistics Ltd","SEHK:8292",8292,-2.6895
"SingAsia Holdings Limited","SEHK:8293",8293,37.7581
"ZZ Capital International Limited","SEHK:8295",8295,104.036
"Sino-Life Group Limited","SEHK:8296",8296,-51.1313
"My Heart Bodibra Group Limited","SEHK:8297",8297,-16.6557
"Grand T G Gold Holdings Limited","SEHK:8299",8299,-1.0326
"China State Construction Development Holdings Limited","SEHK:830",830,7.1802
"Royal Catering Group Holdings Company Limited","SEHK:8300",8300,-2.0546
"CSOP ETF Series - CSOP CSI 500 ETF","SEHK:83005",83005,
"Shenzhen Mingwah Aohan High Technology Corporation Limited","SEHK:8301",8301,-0.795
"Haitong MSCI China A ESG ETF","SEHK:83031",83031,
"Tong Kee (Holding) Limited","SEHK:8305",8305,-6.6511
"CSOP ETF SERIES - CSOP Hong Kong Dollar Money Market ETF","SEHK:83053",83053,
"Medicskin Holdings Limited","SEHK:8307",8307,111.4867
"China International Capital Corporation Hong Kong - Bloomberg Barclays China Treasury 1 - 10 years E","SEHK:83079",83079,
"Gudou Holdings Limited","SEHK:8308",8308,23.0423
"Value Gold ETF","SEHK:83081",83081,
"Man Shing Global Holdings Limited","SEHK:8309",8309,1.4267
"China International Capital Corporation Hong Kong - CSI Select 100 ETF Fund","SEHK:83093",83093,
"Dafeng Port Heshun Technology Company Limited","SEHK:8310",8310,-0.9421
"Perfect Optronics Limited","SEHK:8311",8311,-36.1833
"Harvest Funds (Hong Kong) ETF - Harvest MSCI China A Index ETF","SEHK:83118",83118,
"CSOP ETF Series II - CSOP China Ultra Short-Term Bond ETF","SEHK:83122",83122,
"Global X ETF Series - Global X CSI 300 ETF","SEHK:83127",83127,
"ZACD Group Ltd.","SEHK:8313",8313,-11.8197
"Hang Seng China A Share Etf Series - Hang Seng Harvest Csi 300 Index Etf","SEHK:83130",83130,
"CSOP ETF Series - CSOP SZSE ChiNext ETF","SEHK:83147",83147,
"Greatwalle Inc.","SEHK:8315",8315,-4.753
"Pak Wing Group (Holdings) Limited","SEHK:8316",8316,-12.1533
"Hang Seng Investment Precious Metals Series - Hang Seng RMB Gold ETF","SEHK:83168",83168,
"Finet Group Limited","SEHK:8317",8317,-24.2041
"China Capital Corporation (Hong Kong) Limited - Kraneshares CSI China Internet Index Fund","SEHK:83186",83186,
"China Asset Management (Hong Kong) Limited - China AMC MSCI China A Inclusion Index ETF","SEHK:83197",83197,
"Allied Sustainability and Environmental Consultants Group Limited","SEHK:8320",8320,90.2541
"Tai Kam Holdings Limited","SEHK:8321",8321,-12.8749
"China Smartpay Group Holdings Limited","SEHK:8325",8325,-0.4781
"Tonking New Energy Group Holdings Limited","SEHK:8326",8326,-8.8003
"Xinyi Electric Storage Holdings Limited","SEHK:8328",8328,185.8833
"Shenzhen Neptunus Interlong Bio-technique Company Limited","SEHK:8329",8329,7.656
"Alltronics Holdings Limited","SEHK:833",833,-1.9117
"P.B. Group Limited","SEHK:8331",8331,10.2605
"Directel Holdings Limited","SEHK:8337",8337,-0.5121
"China Kangda Food Company Limited","SEHK:834",834,-48.1498
"Vinco Financial Group Limited","SEHK:8340",8340,-7.2977
"Aeso Holding Limited","SEHK:8341",8341,-2.0468
"F8 Enterprises (Holdings) Group Limited","SEHK:8347",8347,27.5586
"Tianjin Binhai TEDA Logistics (Group) Corporation Limited","SEHK:8348",8348,8.0812
"MEIGU Technology Holding Group Limited","SEHK:8349",8349,37.9165
"Excalibur Global Financial Holdings Limited","SEHK:8350",8350,-7.3002
"Larry Jewelry International Company Limited","SEHK:8351",8351,-0.2826
"Anacle Systems Limited","SEHK:8353",8353,10.5982
"CNC Holdings Limited","SEHK:8356",8356,-0.7818
"Republic Healthcare Limited","SEHK:8357",8357,-40.0646
"AL Group Limited","SEHK:8360",8360,-0.4325
"Winning Tower Group Holdings Limited","SEHK:8362",8362,-4.9487
"SDM Group Holdings Limited","SEHK:8363",8363,-4.7077
"VBG International Holdings Limited","SEHK:8365",8365,-2.1267
"Zhejiang United Investment Holdings Group Limited","SEHK:8366",8366,-9.5271
"Simplicity Holding Limited","SEHK:8367",8367,-14.6221
"Creative China Holdings Limited","SEHK:8368",8368,10.6493
"Zhi Sheng Group Holdings Limited","SEHK:8370",8370,-8.8189
"Indigo Star Holdings Limited","SEHK:8373",8373,-642.9496
"Vertical International Holdings Limited","SEHK:8375",8375,53.3333
"Shen You Holdings Limited","SEHK:8377",8377,-5.7298
"Prime Intelligence Solutions Group Limited","SEHK:8379",8379,-42.6168
"Linocraft Holdings Limited","SEHK:8383",8383,13.9103
"Prosperous Printing Company Limited","SEHK:8385",8385,-27.2946
"Elegance Commercial and Financial Printing Group Limited","SEHK:8391",8391,-13.8883
"Satu Holdings Limited","SEHK:8392",8392,-17.3493
"Tree Holdings Limited","SEHK:8395",8395,134.1741
"Stelux Holdings International Limited","SEHK:84",84,-0.255
"Xinjiang Tianye Water Saving Irrigation System Company Limited","SEHK:840",840,-2.9939
"Asia Pioneer Entertainment Holdings Limited","SEHK:8400",8400,-1.9254
"Stream Ideas Group Limited","SEHK:8401",8401,-67.7874
"GT Steel Construction Group Limited","SEHK:8402",8402,-44.186
"Dowway Holdings Limited","SEHK:8403",8403,-4.832
"Asia Cassava Resources Holdings Limited","SEHK:841",841,-38.4613
"BCI Group Holdings Limited","SEHK:8412",8412,-12.6272
"Asia Grocery Distribution Limited","SEHK:8413",8413,-161.1533
"HM International Holdings Limited","SEHK:8416",8416,-22.5313
"Dadi Education Holdings Limited","SEHK:8417",8417,-100.8595
"Optima Automobile Group Holdings Limited","SEHK:8418",8418,-62.1286
"AV Promotions Holdings Limited","SEHK:8419",8419,-86.351
"Nexion Technologies Limited","SEHK:8420",8420,-10.659
"WT Group Holdings Limited","SEHK:8422",8422,-7.1795
"Chi Ho Development Holdings Limited","SEHK:8423",8423,13.0565
"Hing Ming Holdings Limited","SEHK:8425",8425,575.1351
"SK Target Group Limited","SEHK:8427",8427,-5.9742
"CBK Holdings Limited","SEHK:8428",8428,-1.7388
"Icicle Group Holdings Limited","SEHK:8429",8429,-53.0458
"C&N Holdings Limited","SEHK:8430",8430,-14.6381
"Hao Bai International (Cayman) Limited","SEHK:8431",8431,-2.1707
"Bar Pacific Group Holdings Limited","SEHK:8432",8432,-9.1768
"Takbo Group Holdings Limited","SEHK:8436",8436,4.4821
"RMH Holdings Limited","SEHK:8437",8437,-23.978
"Greatime International Holdings Limited","SEHK:844",844,-11.4727
"Noble Engineering Group Holdings Limited","SEHK:8445",8445,-13.2392
"In Technical Productions Holdings Limited","SEHK:8446",8446,-4.0768
"MS Concept Limited","SEHK:8447",8447,241.2587
"Universe Printshop Holdings Limited","SEHK:8448",8448,-2.1512
"Glorious Property Holdings Limited","SEHK:845",845,3.4428
"EDICO Holdings Limited","SEHK:8450",8450,8.9286
"Sunlight (1977) Holdings Limited","SEHK:8451",8451,15.1794
"Lai Group Holding Company Limited","SEHK:8455",8455,-44.6941
"Mansion International Holdings Limited","SEHK:8456",8456,-0.7107
"Mingfa Group (International) Co., Ltd.","SEHK:846",846,7.4506
"Basetrophy Group Holdings Limited","SEHK:8460",8460,-69.3161
"Omnibridge Holdings Limited","SEHK:8462",8462,-410.6581
"Reach New Holdings Limited","SEHK:8471",8471,-11.2754
"Lapco Holdings Limited","SEHK:8472",8472,146.2639
"Mi Ming Mart Holdings Limited","SEHK:8473",8473,12.572
"K Group Holdings Limited","SEHK:8475",8475,-3.3756
"JTF International Holdings Limited","SEHK:8479",8479,23.6297
"Furniweb Holdings Limited","SEHK:8480",8480,-3.2512
"Shenglong Splendecor International Limited","SEHK:8481",8481,6.5802
"Wan Leader International Limited","SEHK:8482",8482,-96.1672
"Max Sight Group Holdings Limited","SEHK:8483",8483,-5.8851
"ISP Global Limited","SEHK:8487",8487,1045.0171
"Grand Power Logistics Group Limited","SEHK:8489",8489,
"Niche-Tech Group Limited","SEHK:8490",8490,-31.6543
"Cool Link (Holdings) Limited","SEHK:8491",8491,-12.0264
"Dragon King Group Holdings Limited","SEHK:8493",8493,-4.9773
